#,35,7,328
1.075411e+00,	1.356287e-06,	7.457770e-07,	1.358029e-06,	1.189849e-06,	-7.867984e-07,	9.410874e-07,	-9.673476e-07,	1.023365e-06,	-2.329453e-06,	4.111300e-06,	-5.910283e-06,	7.936891e-06,	-9.997704e-06,	2.000863e-05,	-4.313179e-06,	3.108134e-05,	2.535368e-05,	6.954600e-06,	4.434925e-05,	2.699184e-05,	4.568980e-05,	3.305942e-05,	1.887074e-05,	5.733256e-05,	-2.951255e-05,	2.621280e-05,	-1.975164e-05,	1.609010e-05,	-7.285063e-06,	5.558225e-06,	-2.808283e-06,	2.569621e-06,	-1.482163e-06,	8.213750e-07,	-5.026628e-07,	-4.270216e-06,	1.341378e-06,	-4.668817e-06,	1.401867e-05,	-2.970405e-05,	2.340310e-05,	-9.935696e-06,	3.822736e-05,	-7.079354e-07,	1.774968e-05,	1.770942e-05,	-4.462889e-05,	4.532397e-05,	-7.041409e-05,	4.366224e-05,	-4.882536e-05,	4.255688e-05,	1.531048e-05,	9.607797e-06,	6.461977e-06,	1.257007e-05,	2.953179e-06,	3.430516e-06,	-1.298314e-05,	-3.248593e-05,	5.808841e-05,	-4.716765e-05,	1.084484e-04,	-2.679314e-05,	9.340080e-05,	2.569025e-05,	6.045328e-05,	3.338233e-05,	4.467009e-05,	3.307975e-05,	-2.640380e-05,	-2.940385e-05,	-1.439221e-05,	-4.460853e-06,	-1.482776e-05,	5.120324e-06,	-2.129744e-05,	1.912774e-05,	-3.548339e-05,	3.977387e-05,	-7.739890e-05,	9.079951e-05,	-9.567185e-05,	3.713265e-05,	-5.666681e-05,	-1.682578e-06,	-1.785003e-05,	-6.761751e-06,	1.458570e-07,	6.420387e-06,	-1.269684e-05,	-1.897902e-05,	2.729780e-05,	-9.241886e-06,	3.419325e-05,	2.256023e-05,	1.791256e-05,	-3.031295e-05,	3.085961e-05,	-2.498530e-05,	5.581821e-07,	1.200508e-05,	3.421888e-06,	8.603081e-06,	-2.834663e-06,	3.002153e-06,	4.914604e-06,	3.903784e-06,	-3.507719e-06,	-3.396486e-07,	-3.931828e-06,	4.410561e-07,	-2.538665e-06,	-6.407616e-07,	-1.050523e-06,	-1.599416e-06,	-9.522267e-06,	-1.819017e-06,	4.282406e-05,	-1.143443e-05,	2.348802e-05,	7.397434e-06,	1.363662e-05,	-3.248289e-05,	6.419012e-05,	4.779744e-06,	8.305636e-05,	1.780556e-05,	1.244295e-04,	-2.660636e-06,	6.420550e-05,	7.251830e-06,	3.360158e-05,	-1.400002e-05,	3.186725e-05,	-6.382956e-06,	3.470120e-05,	3.878894e-06,	2.563992e-05,	1.414896e-05,	2.079576e-05,	1.291766e-05,	1.302359e-05,	3.443742e-05,	1.039430e-05,	3.988942e-05,	1.019476e-05,	1.252988e-05,	5.506295e-06,	2.038378e-06,	4.164095e-05,	-4.042780e-05,	3.328355e-05,	-6.047604e-05,	5.756694e-05,	-9.464471e-05,	7.444502e-05,	-5.293751e-05,	6.545630e-05,	-2.312721e-05,	3.587924e-05,	-3.843426e-05,	2.520830e-05,	-2.384201e-06,	-3.552424e-05,	7.896446e-05,	-3.845192e-05,	1.123292e-04,	-1.452155e-05,	6.827814e-05,	4.943301e-05,	6.197480e-05,	4.308463e-05,	4.584212e-05,	2.986937e-05,	-9.808076e-06,	-8.540116e-07,	-2.114102e-05,	2.463576e-05,	-1.632395e-05,	3.203663e-05,	-1.905727e-05,	2.808455e-05,	-3.013216e-05,	3.864420e-05,	-3.589113e-05,	5.192603e-06,	8.319372e-06,	-1.563408e-05,	4.608064e-05,	-1.821288e-05,	1.007910e-04,	-5.439185e-05,	6.735440e-05,	-3.363312e-05,	4.498371e-05,	-2.246393e-05,	4.674368e-05,	-2.513381e-05,	4.503328e-05,	6.605565e-06,	3.680850e-05,	-1.338341e-05,	2.595632e-05,	-4.619150e-06,	1.364925e-05,	3.845117e-05,	1.690073e-05,	2.660236e-05,	1.720235e-05,	8.840618e-07,	-4.167039e-07,	-6.998842e-07,	7.823750e-06,	-3.186977e-06,	5.739567e-06,	-5.439834e-06,	-6.165533e-07,	-8.755477e-06,	5.642237e-06,	-1.191499e-05,	1.368657e-05,	-2.559963e-05,	5.653927e-05,	-2.505761e-05,	2.971006e-05,	4.035878e-08,	2.078164e-05,	-1.909439e-05,	7.885987e-05,	1.227637e-05,	8.647465e-05,	1.166060e-05,	1.424097e-04,	-1.083449e-05,	7.034785e-05,	5.479931e-06,	4.124639e-05,	-1.950792e-05,	3.044333e-05,	9.108892e-06,	3.460492e-05,	2.041443e-05,	2.389329e-05,	1.929199e-05
1.076416e+00,	7.457770e-07,	1.925641e-06,	-5.650723e-07,	2.356794e-06,	-4.524980e-07,	1.355942e-06,	2.038425e-06,	-1.908902e-06,	4.535523e-06,	5.432386e-07,	-2.710037e-06,	6.555807e-06,	-1.593910e-06,	2.619779e-05,	1.965979e-05,	6.494949e-05,	4.789203e-05,	3.052643e-05,	3.033939e-05,	1.213850e-05,	-1.470660e-05,	-9.940552e-06,	-3.309305e-05,	4.069750e-05,	-5.014572e-05,	2.278343e-06,	-2.731498e-05,	1.877322e-05,	-1.067435e-05,	5.990274e-06,	-3.778327e-06,	4.946728e-06,	-4.948092e-06,	3.740389e-06,	-2.021240e-06,	7.863806e-06,	1.698961e-05,	2.606939e-05,	2.660271e-06,	1.996922e-05,	7.421790e-06,	8.276093e-06,	1.145207e-06,	4.453911e-06,	-8.131247e-06,	3.115733e-05,	-8.324408e-05,	4.596193e-05,	-1.212687e-04,	-3.180174e-05,	-6.384058e-05,	1.571415e-07,	4.035773e-05,	-3.114535e-06,	3.742307e-05,	6.946190e-06,	7.966133e-06,	3.152137e-05,	1.924735e-05,	-5.756968e-05,	4.066231e-05,	-1.391756e-04,	2.362361e-05,	-4.198840e-05,	-3.002450e-06,	-1.683299e-05,	-9.974357e-06,	-9.128283e-06,	-2.354841e-05,	-9.816243e-07,	-1.518668e-05,	-9.464573e-06,	6.490804e-06,	1.507458e-05,	5.309902e-06,	1.455360e-05,	-2.147285e-05,	2.866917e-05,	-5.031578e-05,	6.558737e-05,	-8.134952e-05,	1.162717e-04,	-8.911590e-05,	3.720526e-05,	-5.499858e-05,	3.908629e-05,	-6.871199e-05,	5.394764e-05,	-6.213200e-05,	2.709739e-05,	-3.183047e-05,	-3.803989e-05,	9.478244e-06,	-5.716502e-05,	3.109732e-05,	-1.212411e-05,	2.216142e-05,	-9.370526e-06,	2.006345e-06,	1.503119e-06,	-1.588036e-06,	1.132847e-05,	1.058318e-05,	1.498672e-05,	-3.114945e-06,	3.487190e-06,	6.270006e-06,	-1.440430e-06,	1.959142e-06,	-3.675137e-06,	3.475633e-06,	-2.417653e-07,	1.744615e-06,	3.926792e-07,	1.109453e-06,	-6.466176e-06,	-8.918799e-08,	-3.359081e-06,	9.795864e-05,	7.672851e-05,	6.738111e-05,	7.365096e-05,	4.992738e-05,	5.992037e-06,	1.134043e-05,	-2.199304e-05,	-4.351549e-05,	-9.678485e-05,	-1.269496e-05,	-1.130924e-04,	-7.576988e-05,	-9.747614e-05,	-3.470905e-05,	-6.058736e-05,	-2.262024e-05,	-3.709963e-05,	-1.736380e-05,	-3.246777e-05,	-2.352150e-05,	-1.161413e-05,	2.761799e-05,	-3.273777e-06,	2.883371e-05,	2.664985e-05,	4.499944e-05,	2.954183e-05,	3.716899e-05,	2.541171e-05,	3.614019e-05,	1.700379e-05,	6.642468e-05,	-7.162032e-05,	9.222420e-05,	-1.111299e-04,	-3.032609e-05,	-4.358070e-05,	1.648440e-05,	3.679862e-05,	2.839330e-05,	4.530394e-05,	2.436573e-06,	1.682660e-05,	-1.777305e-06,	5.104410e-05,	-5.946814e-05,	4.929587e-05,	-9.214066e-05,	9.320641e-06,	-4.101047e-05,	5.249733e-06,	-7.150763e-06,	-8.382885e-06,	3.501904e-06,	-7.614559e-06,	-3.433417e-07,	-1.941622e-05,	1.877595e-06,	-1.556321e-05,	1.258773e-05,	-1.981916e-05,	1.785608e-05,	-2.180873e-05,	4.688247e-08,	-3.264322e-05,	-5.671103e-06,	-2.058201e-05,	-9.361053e-06,	5.942647e-05,	-6.846160e-05,	1.394271e-04,	-1.598769e-05,	1.150360e-04,	-5.841301e-05,	9.222767e-05,	-1.707070e-05,	2.366081e-05,	1.113809e-07,	3.158805e-05,	-2.697610e-05,	3.258255e-05,	1.324728e-05,	1.275519e-05,	9.984511e-06,	-1.176556e-05,	2.104484e-05,	-2.265784e-05,	3.037190e-05,	3.820232e-06,	2.042608e-05,	-2.157627e-06,	7.448516e-07,	4.485514e-06,	7.553478e-07,	1.339106e-05,	-1.416874e-07,	1.249710e-05,	-1.675849e-06,	7.257590e-06,	-4.303179e-06,	1.439891e-05,	-1.979728e-05,	3.858283e-05,	-3.269418e-05,	1.551434e-04,	1.001623e-05,	1.243724e-04,	4.453803e-05,	6.512896e-05,	3.458021e-06,	2.271422e-05,	-1.804063e-05,	-1.382590e-05,	-1.116031e-04,	2.100518e-05,	-1.230540e-04,	-7.249240e-05,	-9.626985e-05,	-3.240773e-05,	-6.132321e-05,	-2.205771e-06,	-2.883680e-05,	3.402650e-07,	-2.063562e-05,	-2.831237e-06,	-1.294357e-05
1.075008e+00,	1.358029e-06,	-5.650723e-07,	3.070469e-06,	-3.710208e-08,	-5.576068e-07,	2.974664e-07,	-4.305067e-06,	5.096185e-06,	-1.029591e-05,	6.550109e-06,	-5.799187e-06,	3.958781e-06,	-1.909812e-05,	-4.273111e-06,	-4.885003e-05,	-3.058294e-05,	-2.541791e-05,	-3.616636e-05,	2.161349e-05,	1.801802e-05,	8.939193e-05,	6.153521e-05,	6.035117e-05,	4.493647e-05,	2.253138e-06,	3.541226e-05,	-4.631194e-06,	8.178957e-06,	-1.078065e-06,	2.075925e-06,	7.544884e-07,	-5.568755e-07,	4.055484e-06,	-2.283020e-06,	2.040576e-06,	-3.781876e-05,	-4.343671e-05,	-6.233040e-05,	-1.086337e-05,	-8.521388e-05,	5.179057e-07,	-3.880070e-05,	2.404496e-05,	-9.848635e-06,	-6.961360e-06,	6.088020e-06,	-2.480648e-05,	5.213339e-05,	2.541891e-05,	8.412713e-05,	6.881261e-06,	4.870817e-05,	-1.994852e-06,	5.006857e-06,	-2.629736e-05,	-5.437750e-06,	1.112675e-06,	-3.718559e-05,	-2.326285e-05,	-4.704856e-05,	6.936733e-05,	-1.263445e-05,	1.554438e-04,	-5.311486e-05,	1.479097e-04,	1.785881e-05,	9.346241e-05,	2.547384e-05,	7.273056e-05,	2.537175e-05,	-1.949116e-05,	-2.580745e-05,	-3.695526e-05,	-1.831318e-05,	-4.298816e-05,	-2.464401e-06,	-2.518045e-05,	1.235272e-05,	-2.448033e-05,	1.661135e-05,	-5.861212e-05,	2.927234e-05,	-8.156459e-05,	4.539287e-05,	-3.415331e-05,	-1.764996e-05,	2.013390e-05,	-2.581066e-05,	4.850634e-05,	-1.767686e-07,	1.638575e-05,	-7.893019e-06,	6.430900e-05,	1.725939e-05,	5.287287e-05,	2.837991e-05,	3.397511e-05,	-4.241049e-05,	6.518983e-05,	-3.624336e-05,	1.350425e-05,	1.912340e-05,	1.051389e-05,	1.618055e-05,	9.429641e-06,	-1.240415e-06,	2.232398e-07,	5.385629e-06,	-5.314400e-06,	5.136411e-07,	-5.115565e-06,	-4.334548e-06,	3.548904e-06,	-1.339685e-05,	1.131576e-05,	-1.127426e-05,	1.260685e-05,	-4.305486e-05,	-5.027984e-05,	-1.370153e-04,	-3.195215e-05,	-1.302873e-04,	-2.306880e-06,	-9.573654e-05,	8.604578e-05,	5.256586e-05,	1.756511e-04,	1.424315e-04,	1.927235e-04,	1.430208e-04,	1.634488e-04,	1.046006e-04,	8.356473e-05,	3.344236e-05,	6.050037e-05,	2.163724e-05,	6.072931e-05,	2.806204e-05,	4.744522e-05,	2.570720e-05,	-1.986806e-05,	1.715681e-05,	-3.355431e-05,	1.222099e-05,	-4.875105e-05,	1.130901e-06,	-4.441207e-05,	-4.910643e-05,	-3.497091e-05,	-5.813983e-05,	4.082536e-07,	-2.001686e-05,	-2.360501e-05,	4.535341e-05,	4.876803e-05,	-5.525775e-05,	6.245119e-05,	-7.655534e-05,	3.317224e-05,	-5.338146e-05,	3.176280e-05,	-6.037304e-05,	2.610591e-05,	-7.247803e-05,	-3.353286e-05,	7.384188e-05,	-1.662846e-05,	1.521064e-04,	-1.101110e-05,	8.998536e-05,	5.654934e-05,	9.009125e-05,	3.102038e-05,	6.638184e-05,	1.411656e-05,	7.080191e-06,	2.881781e-06,	-6.670693e-06,	2.866699e-05,	2.504375e-07,	3.257403e-05,	-1.278837e-05,	6.303130e-05,	-2.472110e-05,	8.344934e-05,	-3.042950e-05,	2.051406e-05,	-4.077067e-05,	4.852740e-06,	-6.094228e-05,	-2.361672e-05,	9.447271e-05,	-7.190596e-05,	5.633067e-05,	-6.397674e-05,	7.155940e-05,	-6.477042e-05,	8.351564e-05,	-5.163205e-05,	8.355961e-05,	-3.977921e-05,	9.009882e-05,	-5.118959e-05,	7.730266e-05,	-2.697737e-05,	6.148689e-05,	3.990271e-05,	4.133725e-05,	3.537792e-05,	4.051639e-05,	-2.121810e-06,	-1.852794e-06,	-4.673113e-06,	4.890616e-06,	-1.002319e-05,	4.163143e-06,	-1.892319e-05,	6.601975e-06,	-2.940407e-05,	1.788749e-05,	-2.910410e-05,	1.897731e-05,	-5.913435e-05,	-8.349180e-05,	-1.006242e-04,	-8.208004e-05,	-1.009189e-04,	-2.624509e-05,	-6.322588e-05,	8.960285e-05,	5.075874e-05,	1.506600e-04,	1.476803e-04,	1.717510e-04,	1.425016e-04,	1.580867e-04,	1.060007e-04,	8.287773e-05,	2.266846e-05,	3.721618e-05,	3.282344e-05,	4.323979e-05,	3.579115e-05,	3.311327e-05,	2.805092e-05
1.075942e+00,	1.189849e-06,	2.356794e-06,	-3.710208e-08,	3.060895e-06,	-6.217793e-07,	1.801995e-06,	1.565006e-06,	-1.055289e-06,	3.242074e-06,	2.081068e-06,	-4.328851e-06,	8.533548e-06,	-6.818795e-06,	2.986969e-05,	1.011415e-05,	7.238751e-05,	5.125385e-05,	2.756657e-05,	3.807673e-05,	1.580607e-05,	-7.532849e-07,	-8.401169e-07,	-3.064451e-05,	5.866987e-05,	-6.295064e-05,	8.793577e-06,	-3.542678e-05,	2.554702e-05,	-1.369292e-05,	7.767263e-06,	-4.277645e-06,	6.193717e-06,	-5.107049e-06,	4.304727e-06,	-1.960566e-06,	-2.803008e-06,	6.344514e-06,	1.406538e-05,	-5.846725e-06,	4.472533e-06,	2.637063e-06,	-5.100972e-07,	-2.187147e-06,	2.710969e-06,	-2.166787e-05,	4.253701e-05,	-1.182813e-04,	7.403598e-05,	-1.440783e-04,	-2.775717e-05,	-7.426893e-05,	5.247597e-06,	5.370914e-05,	-6.068604e-06,	4.224639e-05,	3.397230e-06,	1.126906e-05,	2.992076e-05,	2.361130e-05,	-9.394054e-05,	6.874974e-05,	-1.956185e-04,	6.137547e-05,	-7.538092e-05,	2.399911e-05,	-2.701304e-05,	2.580900e-06,	-1.511624e-05,	-2.067103e-05,	-2.890911e-06,	-2.120012e-05,	-1.424320e-05,	-7.388530e-07,	1.634080e-05,	-4.911037e-06,	1.877292e-05,	-3.489466e-05,	4.096920e-05,	-7.238864e-05,	9.023668e-05,	-1.177371e-04,	1.523877e-04,	-1.323477e-04,	6.112679e-05,	-7.566143e-05,	5.142710e-05,	-8.735074e-05,	7.200529e-05,	-7.209812e-05,	3.798540e-05,	-3.581814e-05,	-5.310706e-05,	3.145154e-05,	-7.452971e-05,	5.628758e-05,	-1.434421e-05,	4.092268e-05,	-2.084244e-05,	1.935914e-05,	-3.959036e-06,	3.179015e-06,	2.061331e-05,	1.900758e-05,	2.607686e-05,	4.192575e-07,	3.564370e-06,	7.633243e-06,	-1.298573e-06,	1.956441e-06,	-5.139668e-06,	4.461087e-06,	-2.371274e-06,	5.055168e-06,	-4.886464e-06,	6.866859e-06,	-1.386232e-05,	8.762861e-06,	-2.268886e-05,	1.089064e-04,	6.033540e-05,	7.824200e-05,	5.164271e-05,	6.847581e-05,	-1.984143e-05,	2.984456e-05,	-1.218496e-05,	-2.080641e-05,	-9.031350e-05,	1.715410e-05,	-1.068251e-04,	-6.716398e-05,	-1.035633e-04,	-2.861299e-05,	-7.097934e-05,	-1.976137e-05,	-4.377904e-05,	-1.286840e-05,	-3.792574e-05,	-2.436614e-05,	-1.161019e-05,	2.505144e-05,	-2.352732e-06,	2.390836e-05,	3.223532e-05,	4.252795e-05,	2.980730e-05,	3.276596e-05,	1.235647e-05,	3.698908e-05,	-1.584369e-07,	8.388988e-05,	-1.004488e-04,	1.152474e-04,	-1.241298e-04,	-4.576917e-05,	-5.356606e-05,	2.367085e-05,	4.187250e-05,	3.228946e-05,	5.341149e-05,	3.897893e-06,	1.359977e-05,	-8.530394e-07,	4.616395e-05,	-8.988922e-05,	7.581630e-05,	-1.303573e-04,	3.717360e-05,	-6.051801e-05,	2.092215e-05,	-4.859964e-06,	2.956102e-06,	2.505327e-06,	-3.302977e-08,	-5.547406e-06,	-2.232761e-05,	4.345991e-06,	-1.824530e-05,	2.188657e-05,	-2.342884e-05,	2.867518e-05,	-3.094342e-05,	1.654193e-05,	-4.809918e-05,	1.280413e-05,	-3.040288e-05,	-7.147516e-06,	6.822556e-05,	-9.430955e-05,	1.650388e-04,	-2.718422e-05,	1.746343e-04,	-9.768790e-05,	1.367140e-04,	-4.029582e-05,	4.916197e-05,	-1.912650e-05,	6.543581e-05,	-5.296073e-05,	6.757143e-05,	3.710917e-07,	4.381393e-05,	-1.965036e-06,	5.784394e-06,	2.161597e-05,	-1.265661e-05,	4.810203e-05,	1.706495e-05,	3.571586e-05,	7.683036e-06,	-1.198645e-07,	6.058073e-06,	-6.054842e-07,	1.917248e-05,	-3.304012e-06,	1.829955e-05,	-8.552875e-06,	1.387194e-05,	-1.571355e-05,	2.702264e-05,	-3.753786e-05,	6.059936e-05,	-6.451858e-05,	1.750118e-04,	-1.866660e-05,	1.396218e-04,	2.343714e-05,	7.831480e-05,	-1.472090e-05,	4.290547e-05,	-9.830769e-06,	1.158251e-05,	-1.079156e-04,	5.185270e-05,	-1.188874e-04,	-6.683100e-05,	-1.005108e-04,	-2.830011e-05,	-7.463122e-05,	1.305695e-06,	-3.241320e-05,	6.132459e-06,	-2.309308e-05,	1.047183e-06,	-1.449805e-05
1.076277e+00,	-7.867984e-07,	-4.524980e-07,	-5.576068e-07,	-6.217793e-07,	5.355659e-07,	-5.269640e-07,	1.158312e-07,	1.541907e-07,	1.905253e-07,	-2.011843e-06,	3.638516e-06,	-5.407416e-06,	3.634699e-06,	-1.593684e-05,	-7.214826e-06,	-2.616720e-05,	-2.308366e-05,	-1.179665e-05,	-3.233737e-05,	-1.982503e-05,	-2.258822e-05,	-1.729334e-05,	-8.958860e-06,	-3.505715e-05,	1.847079e-05,	-1.554272e-05,	1.200846e-05,	-9.219924e-06,	4.478090e-06,	-3.614583e-06,	2.262931e-06,	-1.563314e-06,	1.640539e-06,	-6.154447e-07,	6.972075e-07,	-6.804267e-06,	-1.236371e-05,	-9.837856e-06,	-1.890436e-05,	7.850526e-06,	-2.373599e-05,	-6.963403e-07,	-3.355536e-05,	-1.484883e-06,	-2.495516e-05,	-8.000800e-06,	1.520540e-05,	-1.732548e-05,	5.099145e-05,	-2.752205e-05,	3.760322e-05,	-2.957525e-05,	-5.479016e-06,	-9.863227e-06,	-5.470578e-06,	-1.395555e-05,	-4.464879e-07,	-7.921589e-06,	1.184252e-05,	1.262763e-06,	-2.686800e-05,	5.362465e-06,	-5.663093e-05,	-2.569215e-06,	-5.075368e-05,	-2.733213e-05,	-3.615994e-05,	-3.075835e-05,	-3.033369e-05,	-2.795302e-05,	1.768401e-05,	2.046389e-05,	4.429073e-06,	2.848484e-06,	2.319924e-06,	-2.173050e-06,	7.926342e-06,	-8.034296e-06,	1.520620e-05,	-1.823045e-05,	3.996921e-05,	-5.510572e-05,	4.954676e-05,	-1.333971e-05,	3.390831e-05,	7.363827e-06,	6.323677e-06,	1.459856e-05,	-1.301332e-06,	1.074030e-06,	1.050203e-05,	6.638575e-06,	-3.844476e-06,	-8.314853e-07,	-9.155695e-06,	-1.848347e-05,	-6.673806e-07,	1.536301e-05,	-9.804041e-06,	1.502271e-05,	3.887187e-06,	-2.881011e-06,	3.314233e-06,	9.637358e-07,	5.708697e-06,	-2.749474e-06,	-3.493826e-06,	-2.820413e-06,	2.562686e-06,	-5.591629e-07,	3.577440e-06,	-2.173288e-06,	4.693465e-06,	-4.122385e-06,	5.707614e-06,	-4.371221e-06,	1.530476e-05,	-1.493813e-05,	-3.646447e-05,	-1.434337e-05,	-1.742294e-05,	-3.388798e-05,	-7.783005e-07,	2.769584e-06,	-3.653900e-05,	7.351004e-06,	-4.135026e-05,	3.048591e-06,	-7.188830e-05,	2.117406e-05,	-3.467241e-05,	6.469230e-07,	-1.735704e-05,	9.437494e-06,	-2.023912e-05,	3.755922e-06,	-2.171228e-05,	-3.933503e-06,	-1.837632e-05,	-9.896572e-06,	-2.215641e-05,	-9.119924e-06,	-1.814647e-05,	-2.584916e-05,	-1.585976e-05,	-3.517242e-05,	-1.643668e-05,	-2.440423e-05,	-8.006369e-06,	-1.858430e-05,	-2.606381e-05,	1.584725e-05,	-1.766542e-05,	5.035996e-05,	-5.573339e-05,	7.213500e-05,	-5.517902e-05,	4.224923e-05,	-5.229339e-05,	2.006010e-05,	-2.767090e-05,	2.585972e-05,	-1.911049e-05,	-8.476764e-06,	9.086491e-06,	-4.593634e-05,	8.581212e-06,	-6.660956e-05,	-4.211003e-07,	-4.153068e-05,	-3.661880e-05,	-3.862298e-05,	-3.568767e-05,	-2.909907e-05,	-2.832916e-05,	7.637287e-06,	2.600668e-06,	1.642171e-05,	-1.310519e-05,	1.228159e-05,	-1.832723e-05,	9.902952e-06,	-8.097854e-06,	1.455671e-05,	-1.412079e-05,	2.260004e-05,	-1.096684e-06,	-6.146157e-06,	-1.739425e-06,	-3.131236e-05,	6.737090e-06,	-4.253219e-05,	1.633164e-05,	-2.622122e-05,	8.728533e-06,	-1.660654e-05,	1.207984e-06,	-1.171348e-05,	7.363124e-07,	-9.475999e-06,	-1.805515e-05,	-3.938554e-06,	-8.975213e-07,	-4.061067e-06,	1.652767e-06,	5.170108e-07,	-1.894983e-05,	-2.446176e-06,	-1.041312e-05,	-4.925496e-06,	-1.546777e-06,	1.159441e-06,	-7.144003e-07,	-2.834516e-06,	-1.859135e-07,	-1.044609e-06,	-1.430089e-06,	5.366081e-06,	-2.405466e-06,	4.730960e-06,	-3.518899e-06,	3.559738e-06,	-3.277745e-06,	-4.654364e-05,	-6.118807e-06,	-2.543371e-05,	-2.372331e-05,	-1.297111e-05,	-9.649013e-07,	-4.815427e-05,	-4.986779e-07,	-4.530576e-05,	7.318807e-06,	-8.943087e-05,	2.707355e-05,	-4.252930e-05,	3.520558e-06,	-2.546545e-05,	1.139017e-05,	-2.099094e-05,	-6.911352e-06,	-2.263840e-05,	-1.595252e-05,	-1.536706e-05,	-1.519708e-05
1.076427e+00,	9.410874e-07,	1.355942e-06,	2.974664e-07,	1.801995e-06,	-5.269640e-07,	1.128248e-06,	5.944280e-07,	-3.855358e-07,	1.189538e-06,	2.035763e-06,	-3.719897e-06,	6.425471e-06,	-5.580543e-06,	2.072126e-05,	5.614473e-06,	4.519136e-05,	3.336256e-05,	1.678275e-05,	3.158499e-05,	1.563695e-05,	1.095693e-05,	7.958481e-06,	-1.041632e-05,	4.421854e-05,	-3.889849e-05,	1.128642e-05,	-2.268108e-05,	1.674856e-05,	-8.681688e-06,	5.346276e-06,	-2.954964e-06,	3.728008e-06,	-3.039035e-06,	2.352980e-06,	-1.168711e-06,	-7.882119e-07,	5.602006e-06,	7.980069e-06,	2.817318e-06,	-3.909591e-06,	9.338979e-06,	-1.678468e-06,	1.110785e-05,	1.492283e-06,	-3.239379e-06,	2.510809e-05,	-6.779496e-05,	4.660016e-05,	-9.108625e-05,	-1.691378e-06,	-5.100395e-05,	1.469745e-05,	2.974501e-05,	3.494344e-07,	2.273645e-05,	6.209950e-06,	6.070665e-06,	1.667000e-05,	7.358253e-06,	-5.138506e-05,	4.776866e-05,	-1.042977e-04,	5.753452e-05,	-4.068577e-05,	3.576569e-05,	-4.177565e-06,	1.740884e-05,	3.493154e-06,	2.459801e-06,	8.922653e-06,	-1.779469e-05,	-1.536642e-05,	-3.434484e-06,	6.787921e-06,	-5.159372e-06,	1.040813e-05,	-2.190929e-05,	2.456776e-05,	-4.385953e-05,	5.384117e-05,	-7.723136e-05,	9.911379e-05,	-8.902548e-05,	3.825159e-05,	-5.223375e-05,	2.359411e-05,	-4.679425e-05,	3.155368e-05,	-3.508897e-05,	1.943326e-05,	-2.148965e-05,	-3.023853e-05,	2.040817e-05,	-3.783889e-05,	3.464632e-05,	-8.853413e-08,	2.299546e-05,	-1.780364e-05,	1.613644e-05,	-8.627628e-06,	9.291016e-07,	1.251990e-05,	9.244743e-06,	1.395649e-05,	-1.291755e-06,	2.725361e-06,	5.157435e-06,	4.952751e-07,	-6.309633e-08,	-2.470198e-06,	9.113475e-07,	-6.926601e-07,	1.215047e-06,	-1.735864e-06,	2.149455e-06,	-6.241304e-06,	-1.883740e-08,	-8.654200e-06,	6.683734e-05,	3.043877e-05,	4.525902e-05,	3.273291e-05,	3.585607e-05,	-1.532952e-05,	3.143249e-05,	-6.581872e-06,	1.044053e-05,	-4.205594e-05,	4.117026e-05,	-5.670278e-05,	-1.647569e-05,	-4.976328e-05,	-5.562702e-06,	-3.873806e-05,	-9.625346e-07,	-2.315925e-05,	3.133129e-06,	-1.726269e-05,	-4.539807e-06,	-1.650072e-06,	1.962948e-05,	2.552930e-06,	1.711141e-05,	2.597072e-05,	2.540731e-05,	2.735445e-05,	2.069588e-05,	1.252427e-05,	2.047670e-05,	3.670231e-06,	5.246683e-05,	-5.851128e-05,	6.498348e-05,	-7.963121e-05,	-3.139921e-06,	-5.440270e-05,	3.345097e-05,	4.442275e-06,	3.573615e-05,	1.886470e-05,	1.263801e-05,	-4.124585e-06,	7.057197e-06,	2.382585e-05,	-5.131801e-05,	5.802248e-05,	-7.152628e-05,	4.811659e-05,	-3.187151e-05,	2.861900e-05,	1.211825e-05,	1.828561e-05,	1.456317e-05,	1.253511e-05,	7.186451e-06,	-1.389369e-05,	1.517373e-06,	-1.528835e-05,	1.700952e-05,	-1.631143e-05,	2.246121e-05,	-1.998551e-05,	1.400549e-05,	-3.099137e-05,	1.493846e-05,	-2.470058e-05,	-2.488698e-06,	3.589050e-05,	-4.837163e-05,	9.392053e-05,	-1.742591e-05,	1.092679e-04,	-5.943491e-05,	8.242619e-05,	-2.663850e-05,	3.421773e-05,	-1.312102e-05,	4.157036e-05,	-3.004230e-05,	4.193674e-05,	4.547882e-06,	2.797740e-05,	-2.894975e-06,	7.652546e-06,	9.570287e-06,	-4.162613e-06,	3.310673e-05,	1.146691e-05,	2.360194e-05,	7.371329e-06,	3.651069e-07,	2.691265e-06,	-2.747555e-07,	1.114967e-05,	-2.085124e-06,	1.006487e-05,	-4.782268e-06,	5.715266e-06,	-8.632948e-06,	1.326131e-05,	-1.962372e-05,	3.120153e-05,	-3.504191e-05,	1.032593e-04,	-1.195023e-05,	7.780819e-05,	1.587486e-05,	4.404936e-05,	-1.003198e-05,	4.227809e-05,	-2.804751e-06,	2.758713e-05,	-5.243743e-05,	6.423768e-05,	-6.498644e-05,	-1.390050e-05,	-4.907437e-05,	-2.715546e-06,	-4.175195e-05,	9.282878e-06,	-1.319087e-05,	1.260559e-05,	-5.181516e-06,	7.092278e-06,	-1.282357e-06
